"region","year","week","percent_unweighted_ili","ilitotal","num_of_providers","total_patients","total_specimens","total_a","total_b","percent_positive"
"Alabama",2023,46,5.3301,2481,108,46547,637,33,88,19
"Alabama",2023,47,5.14156,2043,105,39735,550,34,82,21.09
"Alabama",2023,48,5.16425,2311,106,44750,618,37,91,20.71
"Alabama",2023,49,6.38144,2913,107,45648,735,67,140,28.16
"Alabama",2023,50,8.49257,3951,108,46523,741,85,137,29.96
"Alabama",2023,51,9.82844,4669,107,47505,766,95,153,32.38
"Alabama",2023,52,10.11,4568,106,45183,753,83,111,25.76
"Alabama",2024,1,8.12453,3557,106,43781,692,79,65,20.81
"Alabama",2024,2,6.12764,2529,108,41272,503,29,37,13.12
"Alabama",2024,3,5.30737,1908,100,35950,542,52,23,13.84
"Alabama",2024,4,4.68665,1987,107,42397,573,57,17,12.91
"Alabama",2024,5,4.41066,1880,108,42624,559,43,10,9.48
"Alabama",2024,6,4.69107,2072,108,44169,602,40,15,9.14
"Alabama",2024,7,4.31131,1776,107,41194,577,36,7,7.45
"Alabama",2024,8,3.96771,1676,108,42241,499,31,7,7.62
"Alabama",2024,9,3.7629,1568,106,41670,435,16,11,6.21
"Alabama",2024,10,3.15863,1318,108,41727,404,21,2,5.69
"Alabama",2024,11,2.83432,1164,108,41068,440,14,4,4.09
"Alabama",2024,12,2.784,1144,108,41092,371,23,4,7.28
"Alabama",2024,13,2.55541,1018,108,39837,396,28,1,7.32
"Alabama",2024,14,2.50371,1047,107,41818,380,17,2,5
"Alabama",2024,15,2.31677,948,107,40919,388,7,1,2.06
"Alabama",2024,16,2.02084,861,106,42606,302,4,1,1.66
"Alabama",2024,17,1.96357,830,106,42270,354,8,1,2.54
"Alabama",2024,18,2.04792,871,108,42531,274,7,0,2.55
"Alabama",2024,19,1.86274,770,107,41337,298,9,0,3.02
"Alabama",2024,20,1.72032,675,107,39237,314,5,0,1.59
"Alabama",2024,21,1.76868,725,106,40991,261,5,0,1.92
"Alabama",2024,22,1.52171,619,106,40678,280,3,0,1.07
"Alabama",2024,23,1.29153,531,100,41114,241,3,0,1.24
"Alabama",2024,24,1.34867,536,100,39743,279,5,0,1.79
"Alabama",2024,25,1.20009,477,101,39747,202,1,0,0.5
"Alabama",2024,26,1.15982,463,101,39920,194,1,0,0.52
"Alabama",2024,27,1.16488,440,104,37772,214,1,0,0.47
"Alabama",2024,28,1.24518,510,105,40958,286,4,0,1.4
"Alabama",2024,29,1.52368,593,101,38919,307,1,0,0.33
"Alabama",2024,30,1.4317,556,101,38835,244,0,0,0
"Alabama",2024,31,1.58126,652,101,41233,312,1,0,0.32
"Alabama",2024,32,2.01619,874,105,43349,365,1,0,0.27
"Alabama",2024,33,2.18368,1001,103,45840,394,3,0,0.76
"Alabama",2024,34,2.54269,1233,106,48492,490,0,0,0
"Alabama",2024,35,2.7305,1269,107,46475,394,0,0,0
"Alabama",2024,36,2.18421,964,106,44135,374,0,0,0
"Alabama",2024,37,1.97665,750,104,37943,358,0,0,0
"Alabama",2024,38,1.66686,721,104,43255,343,1,0,0.29
"Alabama",2024,39,1.88365,803,104,42630,57,0,0,0
"Alabama",2024,40,1.70306,758,106,44508,299,2,0,0.67
"Alabama",2024,41,1.82613,806,104,44137,307,0,0,0
"Alabama",2024,42,2.01255,856,103,42533,354,0,0,0
"Alabama",2024,43,2.12539,975,102,45874,313,1,0,0.32
"Alabama",2024,44,2.3468,1065,104,45381,341,2,0,0.59
"Alabama",2024,45,2.35658,1075,102,45617,308,6,0,1.95
"Alabama",2024,46,2.69706,1215,103,45049,405,0,0,0
"Alabama",2024,47,2.75663,1235,102,44801,338,6,1,2.07
"Alabama",2024,48,3.74575,1455,101,38844,365,4,0,1.1
"Alabama",2024,49,3.41565,1480,97,43330,358,13,0,3.63
"Alabama",2024,50,4.71214,2214,104,46985,409,56,1,13.94
"Alabama",2024,51,7.23753,3544,104,48967,501,98,1,19.76
"Alabama",2024,52,9.69604,4402,97,45400,210,21,0,10
"Alabama",2025,1,7.74947,3650,104,47100,595,126,0,21.18
"Alabama",2025,2,5.8161,2427,102,41729,615,149,1,24.39
"Alabama",2025,3,5.8679,2722,105,46388,600,150,0,25
"Alabama",2025,4,7.54094,3062,103,40605,610,188,0,30.82
"Alabama",2025,5,7.40594,3551,104,47948,640,151,0,23.59
"Alabama",2025,6,6.96688,3399,105,48788,584,125,1,21.58
"Alabama",2025,7,5.34135,2355,105,44090,472,68,2,14.83
"Alabama",2025,8,4.33779,1879,104,43317,451,59,3,13.75
"Alabama",2025,9,4.42918,2012,105,45426,481,71,1,14.97
"Alabama",2025,10,4.14048,1818,103,43908,509,48,5,10.41
"Alabama",2025,11,3.56563,1580,103,44312,500,49,3,10.4
"Alabama",2025,12,2.88559,1275,103,44185,364,34,2,9.89
"Alabama",2025,13,2.3915,1004,104,41982,358,26,2,7.82
"Alabama",2025,14,1.82474,733,102,40170,286,7,1,2.8
"Alabama",2025,15,1.51962,639,103,42050,311,5,1,1.93
"Alabama",2025,16,1.68411,713,103,42337,301,9,0,2.99
"Alabama",2025,17,1.61473,712,104,44094,352,6,2,2.27
"Alabama",2025,18,1.57688,675,103,42806,307,1,1,0.65
"Alabama",2025,19,1.46102,633,103,43326,293,3,1,1.37
"Alabama",2025,20,1.44158,627,104,43494,281,1,4,1.78
"Alabama",2025,21,1.28139,544,103,42454,244,1,1,0.82
"Alabama",2025,22,1.44533,589,100,40752,261,1,0,0.38
"Alabama",2025,23,1.17325,476,98,40571,248,3,1,1.61
"Alabama",2025,24,0.990675,392,103,39569,229,0,0,0
"Alabama",2025,25,0.98892,382,100,38628,223,0,0,0
"Alabama",2025,26,0.897336,356,99,39673,231,2,0,0.87
"Alabama",2025,27,0.866484,335,102,38662,210,3,0,1.43
"Alabama",2025,28,0.884451,372,100,42060,197,1,1,1.02
"Alabama",2025,29,0.776648,323,99,41589,185,0,0,0
"Alabama",2025,30,0.961266,407,100,42340,214,0,0,0
"Alabama",2025,31,0.90116,376,100,41724,187,4,0,2.14
"Alabama",2025,32,1.0205,432,102,42332,172,0,0,0
"Alabama",2025,33,1.42737,612,97,42876,285,1,0,0.35
"Alabama",2025,34,2.02868,952,103,46927,345,0,0,0
"Alabama",2025,35,2.14433,999,101,46588,386,1,0,0.26
"Alabama",2025,36,2.02989,887,101,43697,312,1,0,0.32
"Alabama",2025,37,1.56386,701,100,44825,277,0,0,0
"Alabama",2025,38,1.50374,645,99,42893,264,0,0,0
"Alabama",2025,39,1.4825,628,99,42361,288,0,0,0
"Alabama",2025,40,1.49801,658,103,43925,262,0,1,0.38
"Alabama",2025,41,1.53901,607,100,39441,291,0,0,0
"Alabama",2025,42,1.56023,666,101,42686,312,0,0,0
"Alabama",2025,43,1.45874,590,102,40446,276,3,0,1.09
"Alabama",2025,44,1.59412,635,101,39834,290,1,0,0.34
"Alabama",2025,45,1.97623,848,103,42910,271,0,0,0
"Alabama",2025,46,2.00739,853,102,42493,143,1,0,0.7
"Alabama",2025,47,2.20062,980,101,44533,317,6,0,1.89
"Alabama",2025,48,2.38239,871,98,36560,288,4,1,1.74
"Alabama",2025,49,2.51282,1083,103,43099,307,9,0,2.93
"Alabama",2025,50,3.32385,1461,103,43955,429,37,1,8.86
"Alabama",2025,51,5.53105,2508,104,45344,462,80,3,17.97
"Alabama",2025,52,8.8466,4026,102,45509,627,155,0,24.72
"Alabama",2025,53,7.5932,3371,102,44395,491,56,1,11.61
"Alabama",2026,1,5.06829,2323,103,45834,419,44,1,10.74
"Alabama",2026,2,4.31781,1789,101,41433,402,31,1,7.96
"Alabama",2026,3,4.92968,2054,102,41666,373,44,4,12.87
"Alabama",2026,4,5.54099,2325,102,41960,401,40,6,11.47
"Alabama",2026,5,6.35266,2947,104,46390,452,55,11,14.6
"Alabama",2026,6,7.01588,3331,102,47478,433,54,29,19.17
"Alabama",2026,7,5.70211,2637,101,46246,388,34,27,15.72
"Alabama",2026,8,4.39339,1937,104,44089,369,17,18,9.49
"Alabama",2026,9,3.7539,1648,103,43901,380,23,28,13.42
"Alabama",2026,10,2.90009,1202,102,41447,318,9,25,10.69
"Alabama",2026,11,2.41805,990,102,40942,280,10,7,6.07
"Alabama",2026,12,2.07648,878,100,42283,314,2,12,4.46
"Alabama",2026,13,1.79741,749,103,41671,277,3,8,3.97
"Alabama",2026,14,1.69838,707,99,41628,295,8,3,3.73
"Alabama",2026,15,1.59381,688,100,43167,272,10,4,5.15
"Alabama",2026,16,1.50837,613,96,40640,273,0,10,3.66
"Alabama",2026,17,1.32159,534,95,40406,225,0,5,2.22
"Alaska",2015,40,0.627353,10,7,1594,14,0,0,0
"Alaska",2015,41,1.17302,20,8,1705,14,0,0,0
"Alaska",2015,42,0.982659,17,7,1730,14,0,0,0
"Alaska",2015,43,0.531601,9,7,1693,14,0,0,0
"Alaska",2015,44,0.947867,10,6,1055,14,0,0,0
"Alaska",2015,45,1.1213,11,6,981,14,0,0,0
"Alaska",2015,46,0.715746,7,6,978,14,0,0,0
"Alaska",2015,47,0.721154,6,6,832,14,0,0,0
"Alaska",2015,48,1.32114,13,6,984,14,0,0,0
"Alaska",2015,49,0.596421,6,6,1006,13,0,0,0
"Alaska",2015,50,0.226244,2,6,884,14,0,0,0
"Alaska",2015,51,0.422535,3,5,710,14,0,0,0
"Alaska",2015,52,0.356718,3,6,841,10,0,0,0
"Alaska",2016,1,0.591716,5,5,845,14,0,0,2.2725
"Alaska",2016,2,0.332963,3,6,901,14,0,0,4.545
"Alaska",2016,3,0.4329,4,6,924,14,0,0,6.8175
"Alaska",2016,4,0.718686,7,6,974,14,0,0,9.09
"Alaska",2016,5,0.601323,10,7,1663,14,0,0,11.3625
"Alaska",2016,6,1.19976,20,7,1667,14,0,0,13.635
"Alaska",2016,7,1.698,28,7,1649,14,0,0,15.9075
"Alaska",2016,8,1.99413,34,7,1705,11,1,1,18.18
"Alaska",2016,9,1.92744,34,7,1764,11,3,0,27.27
"Alaska",2016,10,3.40426,64,7,1880,25,14,0,56
"Alaska",2016,11,5.73435,98,7,1709,41,20,0,48.78
"Alaska",2016,12,4.15598,81,7,1949,30,7,0,23.33
"Alaska",2016,13,4.42248,85,7,1922,27,4,1,18.52
"Alaska",2016,14,3.68609,62,6,1682,39,2,4,15.38
"Alaska",2016,15,2.78207,36,5,1294,35,4,3,20
"Alaska",2016,16,3.55731,54,6,1518,20,2,4,30
"Alaska",2016,17,2.23881,33,6,1474,13,0,3,23.08
"Alaska",2016,18,2.04473,32,6,1565,17,0,2,11.76
"Alaska",2016,19,1.03474,14,5,1353,14,0,0,11.6654054054054
"Alaska",2016,20,3.39847,40,4,1177,14,0,0,11.5708108108108
"Alaska",2016,21,0.544588,8,5,1469,14,0,0,11.4762162162162
"Alaska",2016,22,0.547945,6,4,1095,14,0,0,11.3816216216216
"Alaska",2016,23,0.436681,5,4,1145,14,0,0,11.287027027027
"Alaska",2016,24,0.56391,6,4,1064,14,0,0,11.1924324324324
"Alaska",2016,25,0.205198,3,5,1462,14,0,0,11.0978378378378
"Alaska",2016,26,0.186567,2,4,1072,14,0,0,11.0032432432432
"Alaska",2016,27,0.520833,7,5,1344,14,0,0,10.9086486486486
"Alaska",2016,28,0.260417,3,4,1152,14,0,0,10.8140540540541
"Alaska",2016,29,0.252313,3,4,1189,14,0,0,10.7194594594595
"Alaska",2016,30,0.512821,6,4,1170,14,0,0,10.6248648648649
"Alaska",2016,31,0.586756,7,4,1193,14,0,0,10.5302702702703
"Alaska",2016,32,0.577082,7,4,1213,14,0,0,10.4356756756757
"Alaska",2016,33,0.514139,8,5,1556,14,0,0,10.3410810810811
"Alaska",2016,34,0.64,8,4,1250,14,0,0,10.2464864864865
"Alaska",2016,35,1.24611,8,4,642,14,0,0,10.1518918918919
"Alaska",2016,36,0.973394,15,5,1541,14,0,0,10.0572972972973
"Alaska",2016,37,0.918033,14,5,1525,14,0,0,9.9627027027027
"Alaska",2016,38,1.15865,13,4,1122,14,0,0,9.86810810810811
"Alaska",2016,39,1.24777,14,4,1122,14,0,0,9.77351351351351
"Alaska",2016,40,0.940228,14,6,1489,14,0,0,9.67891891891892
"Alaska",2016,41,1.15681,18,5,1556,14,0,0,9.58432432432432
"Alaska",2016,42,0.501792,7,6,1395,14,0,0,9.48972972972973
"Alaska",2016,43,0.816327,12,6,1470,14,0,0,9.39513513513513
"Alaska",2016,44,0.533689,8,6,1499,14,0,0,9.30054054054054
"Alaska",2016,45,0.802469,13,6,1620,14,0,0,9.20594594594595
"Alaska",2016,46,1.1215,18,6,1605,14,0,0,9.11135135135135
"Alaska",2016,47,1.00077,13,6,1299,14,0,0,9.01675675675676
"Alaska",2016,48,1.10894,17,6,1533,14,0,0,8.92216216216216
"Alaska",2016,49,0.70373,10,6,1421,14,0,0,8.82756756756757
"Alaska",2016,50,0.683995,10,6,1462,14,0,0,8.73297297297297
"Alaska",2016,51,1.27688,19,6,1488,14,0,0,8.63837837837838
"Alaska",2016,52,1.60226,17,5,1061,14,0,0,8.54378378378378
"Alaska",2017,1,0.8519,13,6,1526,14,0,0,8.44918918918919
"Alaska",2017,2,2.62123,40,6,1526,14,0,0,8.35459459459459
"Alaska",2017,3,1.9661,29,6,1475,14,0,0,8.26
"Alaska",2017,4,1.91713,31,6,1617,14,0,0,8.16540540540541
"Alaska",2017,5,2.29153,36,6,1571,14,0,0,8.07081081081081
"Alaska",2017,6,3.71517,60,6,1615,14,0,0,7.97621621621622
"Alaska",2017,7,4.28744,71,6,1656,14,0,0,7.88162162162162
"Alaska",2017,8,3.76276,59,6,1568,14,0,0,7.78702702702703
"Alaska",2017,9,3.52423,56,6,1589,14,0,0,7.69243243243243
"Alaska",2017,10,1.7407,29,6,1666,14,0,0,7.59783783783784
"Alaska",2017,11,2.35988,40,6,1695,14,0,0,7.50324324324324
"Alaska",2017,12,2.5196,45,6,1786,14,0,0,7.40864864864865
"Alaska",2017,13,4.30168,77,6,1790,14,0,0,7.31405405405405
"Alaska",2017,14,3.85832,61,5,1581,14,0,0,7.21945945945946
"Alaska",2017,15,3.24983,48,5,1477,14,0,0,7.12486486486486
"Alaska",2017,16,2.41503,27,4,1118,14,0,0,7.03027027027027
"Alaska",2017,17,1.68011,25,5,1488,14,0,0,6.93567567567568
"Alaska",2017,18,2.75168,41,5,1490,14,0,0,6.84108108108108
"Alaska",2017,19,1.36298,19,5,1394,14,0,0,6.74648648648649
"Alaska",2017,20,1.162,17,5,1463,14,0,0,6.65189189189189
"Alaska",2017,21,0.818554,12,5,1466,14,0,0,6.5572972972973
"Alaska",2017,22,0.772472,11,5,1424,14,0,0,6.4627027027027
"Alaska",2017,23,0.98661,14,5,1419,14,0,0,6.36810810810811
"Alaska",2017,24,0.479781,7,5,1459,14,0,0,6.27351351351351
"Alaska",2017,25,1.77736,19,4,1069,14,0,0,6.17891891891892
"Alaska",2017,26,0.434783,5,3,1150,14,0,0,6.08432432432432
"Alaska",2017,27,0.482625,5,4,1036,14,0,0,5.98972972972973
"Alaska",2017,28,0.694444,8,4,1152,14,0,0,5.89513513513513
"Alaska",2017,29,0,0,4,1153,14,0,0,5.80054054054054
"Alaska",2017,30,0,0,4,1227,14,0,0,5.70594594594595
"Alaska",2017,31,0.990099,11,4,1111,14,0,0,5.61135135135135
"Alaska",2017,32,0.686342,10,5,1457,14,0,0,5.51675675675676
"Alaska",2017,33,0.491573,7,5,1424,14,0,0,5.42216216216216
"Alaska",2017,34,0.751366,11,5,1464,14,0,0,5.32756756756757
"Alaska",2017,35,1.03806,15,5,1445,14,0,0,5.23297297297297
"Alaska",2017,36,1.60056,23,5,1437,14,0,0,5.13837837837838
"Alaska",2017,37,1.92308,28,5,1456,14,0,0,5.04378378378378
"Alaska",2017,38,2.03224,29,5,1427,14,0,0,4.94918918918919
"Alaska",2017,39,1.7673,24,5,1358,14,0,0,4.85459459459459
"Alaska",2017,40,2.72675,141,17,5171,21,1,0,4.76
"Alaska",2017,41,2.74487,139,17,5064,29,1,0,3.45
"Alaska",2017,42,3.72405,183,16,4914,14,0,0,8.39
"Alaska",2017,43,3.28407,160,17,4872,15,2,0,13.33
"Alaska",2017,44,2.76712,137,17,4951,19,2,0,10.53
"Alaska",2017,45,2.97049,149,17,5016,23,8,0,34.78
"Alaska",2017,46,3.41268,162,17,4747,14,0,0,36.835
"Alaska",2017,47,3.45056,156,16,4521,18,7,0,38.89
"Alaska",2017,48,3.70826,181,17,4881,20,4,0,20
"Alaska",2017,49,4.16396,192,15,4611,20,7,0,35
"Alaska",2017,50,3.89239,204,17,5241,14,0,0,27.5
"Alaska",2017,51,4.10418,208,17,5068,14,0,0,20
"Alaska",2017,52,4.62,231,17,5000,14,0,0,12.5
"Alaska",2018,1,4.33424,222,17,5122,20,0,1,5
"Alaska",2018,2,4.43308,208,16,4692,13,0,0,0
"Alaska",2018,3,3.99598,199,17,4980,14,0,0,0
"Alaska",2018,4,4.85822,233,17,4796,19,0,0,0
"Alaska",2018,5,6.09535,303,17,4971,13,0,0,0
"Alaska",2018,6,6.00365,329,17,5480,14,0,0,2.0825
"Alaska",2018,7,6.99237,385,17,5506,14,0,0,4.165
"Alaska",2018,8,6.28311,344,17,5475,14,0,0,6.2475
"Alaska",2018,9,7.12882,399,17,5597,12,0,1,8.33
"Alaska",2018,10,7.6104,436,17,5729,14,0,2,14.29
"Alaska",2018,11,6.55296,365,17,5570,14,0,0,15.7175
"Alaska",2018,12,6.23519,342,17,5485,14,0,0,17.145
"Alaska",2018,13,6.41818,322,15,5017,14,0,0,18.5725
"Alaska",2018,14,6.61157,328,15,4961,10,0,2,20
"Alaska",2018,15,5.18847,234,15,4510,14,0,0,19.09
"Alaska",2018,16,5.13219,231,15,4501,11,1,1,18.18
"Alaska",2018,17,4.01272,164,15,4087,14,0,0,9.09
"Alaska",2018,18,3.22196,135,14,4190,16,0,0,0
"Alaska",2018,19,3.15959,137,15,4336,14,0,0,0
"Alaska",2018,20,2.60009,113,15,4346,14,0,0,0
"Alaska",2018,21,2.60979,104,15,3985,14,0,0,0
"Alaska",2018,22,1.87126,75,13,4008,14,0,0,0
"Alaska",2018,23,1.76056,70,13,3976,14,0,0,0
"Alaska",2018,24,0.902708,36,14,3988,14,0,0,0
"Alaska",2018,25,1.35959,58,15,4266,12,0,0,0
"Alaska",2018,26,1.91693,84,15,4382,14,0,0,0
"Alaska",2018,27,1.72048,81,15,4708,14,0,0,0
"Alaska",2018,28,1.80654,79,15,4373,10,0,0,0
"Alaska",2018,29,1.47645,63,15,4267,14,0,0,0
"Alaska",2018,30,1.3363,60,15,4490,14,0,0,0
"Alaska",2018,31,1.44396,63,15,4363,10,0,0,0
"Alaska",2018,32,1.48837,64,15,4300,14,0,0,0
"Alaska",2018,33,1.88111,75,14,3987,14,0,0,0
"Alaska",2018,34,2.09717,60,13,2861,14,0,0,0
"Alaska",2018,35,2.84148,114,14,4012,14,0,0,0
"Alaska",2018,36,2.89612,121,14,4178,14,0,0,0
"Alaska",2018,37,2.53872,100,14,3939,14,0,0,0
"Alaska",2018,38,2.16065,85,14,3934,11,0,0,0
"Alaska",2018,39,3.19392,126,14,3945,14,0,0,0
"Alaska",2018,40,1.99899,79,15,3952,14,0,0,0
"Alaska",2018,41,2.39035,109,16,4560,14,0,0,0
"Alaska",2018,42,2.27015,100,16,4405,14,0,0,0
"Alaska",2018,43,1.00476,38,16,3782,14,0,0,0
"Alaska",2018,44,2.44719,95,16,3882,14,0,0,0
"Alaska",2018,45,2.06333,101,17,4895,14,0,0,0
"Alaska",2018,46,2.5618,114,17,4450,14,0,0,0
"Alaska",2018,47,2.62815,121,16,4604,14,0,0,0
"Alaska",2018,48,2.31352,116,17,5014,14,0,0,0
"Alaska",2018,49,2.41474,114,17,4721,14,0,0,0
"Alaska",2018,50,2.76118,134,17,4853,14,0,0,0
"Alaska",2018,51,2.95333,143,17,4842,11,0,0,0
"Alaska",2018,52,2.90184,128,17,4411,14,0,0,0
"Alaska",2019,1,3.07589,137,16,4454,14,0,0,2.38
"Alaska",2019,2,2.57616,126,17,4891,14,0,0,4.76
"Alaska",2019,3,3.63118,191,17,5260,14,1,0,7.14
"Alaska",2019,4,6.34523,329,17,5185,17,2,0,11.76
"Alaska",2019,5,7.53146,389,17,5165,11,1,0,9.09
"Alaska",2019,6,9.7181,524,16,5392,13,2,0,15.38
"Alaska",2019,7,9.47277,548,17,5785,11,2,1,27.27
"Alaska",2019,8,8.02682,419,17,5220,14,0,0,25.1723076923077
"Alaska",2019,9,6.87039,335,17,4876,14,0,0,23.0746153846154
"Alaska",2019,10,6.52447,312,17,4782,14,0,0,20.9769230769231
"Alaska",2019,11,5.52171,290,17,5252,14,0,0,18.8792307692308
"Alaska",2019,12,2.78335,111,16,3988,14,0,0,16.7815384615385
"Alaska",2019,13,1.21058,38,15,3139,14,0,0,14.6838461538462
"Alaska",2019,14,2.14172,81,16,3782,14,0,0,12.5861538461538
"Alaska",2019,15,1.9492,66,15,3386,14,0,0,10.4884615384615
"Alaska",2019,16,3.68146,141,16,3830,14,0,0,8.39076923076923
"Alaska",2019,17,3.6882,141,16,3823,14,0,0,6.29307692307692
"Alaska",2019,18,3.57483,150,16,4196,14,0,0,4.19538461538462
"Alaska",2019,19,2.86315,109,16,3807,14,0,0,2.09769230769231
"Alaska",2019,20,2.86011,110,16,3846,14,0,0,0
"Alaska",2019,21,1.43902,59,16,4100,14,0,0,3.70333333333333
"Alaska",2019,22,3.74735,159,16,4243,14,0,0,7.40666666666667
"Alaska",2019,23,0.643724,26,16,4039,18,1,1,11.11
"Alaska",2019,24,1.04608,42,16,4015,14,0,0,9.87555555555556
"Alaska",2019,25,1.38345,53,16,3831,14,0,0,8.64111111111111
"Alaska",2019,26,1.30249,58,16,4453,14,0,0,7.40666666666667
"Alaska",2019,27,1.57871,70,16,4434,14,0,0,6.17222222222222
"Alaska",2019,28,1.37074,64,15,4669,14,0,0,4.93777777777778
"Alaska",2019,29,1.18993,52,16,4370,14,0,0,3.70333333333333
"Alaska",2019,30,1.5708,68,15,4329,14,0,0,2.46888888888889
"Alaska",2019,31,1.74396,91,17,5218,14,0,0,1.23444444444445
"Alaska",2019,32,1.05708,55,17,5203,11,0,0,0
"Alaska",2019,33,1.4734,77,17,5226,14,0,0,0
"Alaska",2019,34,1.19985,64,17,5334,14,0,0,0
"Alaska",2019,35,2.35972,127,17,5382,14,0,0,0
"Alaska",2019,36,2.63063,146,17,5550,14,0,0,0
"Alaska",2019,37,2.63828,145,17,5496,10,0,0,0
"Alaska",2019,38,2.19595,117,17,5328,14,0,0,2.727
"Alaska",2019,39,0.998752,16,6,1602,14,0,0,5.454
"Alaska",2019,40,1.04516,53,18,5071,14,0,0,8.181
"Alaska",2019,41,2.3322,123,18,5274,14,0,0,10.908
"Alaska",2019,42,1.51976,80,18,5264,14,0,0,13.635
"Alaska",2019,43,1.42744,72,18,5044,14,0,0,16.362
"Alaska",2019,44,1.51358,73,17,4823,14,0,0,19.089
"Alaska",2019,45,2.40385,115,18,4784,14,0,0,21.816
"Alaska",2019,46,2.78923,115,17,4123,14,0,0,24.543
"Alaska",2019,47,2.01203,97,17,4821,11,2,1,27.27
"Alaska",2019,48,2.24646,103,18,4585,16,0,1,6.25
"Alaska",2019,49,2.44837,115,18,4697,19,0,1,5.26
"Alaska",2019,50,3.09021,161,18,5210,11,1,2,27.27
"Alaska",2019,51,8.38721,467,17,5568,14,0,2,14.29
"Alaska",2019,52,11.7221,631,17,5383,14,0,4,28.57
"Alaska",2020,1,4.58358,235,17,5127,12,1,3,33.33
"Alaska",2020,2,4.52712,202,17,4462,15,1,3,26.67
"Alaska",2020,3,4.42423,214,18,4837,22,1,2,13.64
"Alaska",2020,4,4.99799,249,18,4982,10,1,2,30
"Alaska",2020,5,4.44098,228,17,5134,13,0,3,23.08
"Alaska",2020,6,3.66472,195,17,5321,15,1,1,13.33
"Alaska",2020,7,3.48259,182,17,5226,28,1,1,7.14
"Alaska",2020,8,9.91974,309,14,3115,32,1,0,3.13
"Alaska",2020,9,4.19678,180,16,4289,28,1,0,3.57
"Alaska",2020,10,3.70284,159,16,4294,29,8,0,27.59
"Alaska",2020,11,3.04544,128,16,4203,24,0,0,0
"Alaska",2020,12,3.76502,141,15,3745,19,0,0,0
"Alaska",2020,13,2.50181,69,15,2758,10,0,0,0
"Alaska",2020,14,0.897921,19,14,2116,11,0,0,0
"Alaska",2020,15,3.51711,74,15,2104,23,0,0,0
"Alaska",2020,16,1.32181,26,14,1967,22,0,0,0
"Alaska",2020,17,1.11272,23,13,2067,19,0,0,0
"Alaska",2020,18,0.776778,19,14,2446,14,0,0,0
"Alaska",2020,19,0.814269,21,14,2579,14,0,0,0
"Alaska",2020,20,1.08581,31,14,2855,14,0,0,0
"Alaska",2020,21,0.472335,14,14,2964,11,0,0,0
"Alaska",2020,22,0.915332,28,14,3059,14,0,0,0
"Alaska",2020,23,0.621547,18,14,2896,14,0,0,0
"Alaska",2020,24,0.67981,20,14,2942,14,0,0,0
"Alaska",2020,25,0.534581,16,14,2993,14,0,0,0
"Alaska",2020,26,0.365085,11,14,3013,14,0,0,0
"Alaska",2020,27,0.578964,18,14,3109,14,0,0,0
"Alaska",2020,28,0.435035,15,14,3448,14,0,0,0
"Alaska",2020,29,0.778463,24,13,3083,14,0,0,0
"Alaska",2020,30,1.05634,6,2,568,10,0,0,0
"Alaska",2020,31,0.186916,1,2,535,14,0,0,0
"Alaska",2020,32,0.201613,1,2,496,14,0,0,0
"Alaska",2020,33,0.195695,1,2,511,14,0,0,0
"Alaska",2020,34,1.05932,5,2,472,14,0,0,0
"Alaska",2020,35,0.423729,2,2,472,14,0,0,0
"Alaska",2020,36,0.420168,2,2,476,14,0,0,0
"Alaska",2020,37,0.851064,4,2,470,14,0,0,0
"Alaska",2020,38,0.801603,4,2,499,14,0,0,0
"Alaska",2020,39,0.638298,3,2,470,14,0,0,0
"Alaska",2020,40,1.76528,54,12,3059,14,0,0,0
"Alaska",2020,41,0.726172,24,12,3305,14,0,0,0
"Alaska",2020,42,0.832306,27,12,3244,14,0,0,0
"Alaska",2020,43,0.975927,30,12,3074,14,0,0,0
"Alaska",2020,44,0.859107,25,12,2910,14,0,0,0
"Alaska",2020,45,0.950119,28,12,2947,14,0,0,0
"Alaska",2020,46,1.15193,37,12,3212,14,0,0,0
"Alaska",2020,47,1.16279,34,12,2924,14,0,0,0
"Alaska",2020,48,1.12655,30,12,2663,14,0,0,0
"Alaska",2020,49,0.608447,17,12,2794,14,0,0,0
"Alaska",2020,50,0.915605,23,12,2512,14,0,0,0
"Alaska",2020,51,0.630798,17,12,2695,14,0,0,0
"Alaska",2020,52,0.876578,25,12,2852,14,0,0,0
"Alaska",2020,53,0.504202,15,12,2975,14,0,0,0
"Alaska",2021,1,0.919305,27,12,2937,14,0,0,0
"Alaska",2021,2,0.544774,16,12,2937,14,0,0,0
"Alaska",2021,3,0.820842,23,12,2802,14,0,0,0
"Alaska",2021,4,0.47619,14,12,2940,14,0,0,0
"Alaska",2021,5,0.323974,9,12,2778,14,0,0,0
"Alaska",2021,6,0.511696,14,12,2736,14,0,0,0
"Alaska",2021,7,0.186776,5,12,2677,14,0,0,0
"Alaska",2021,8,0.339674,10,12,2944,14,0,0,0
"Alaska",2021,9,0.223714,1,2,447,14,0,0,0
"Alaska",2021,10,0.464784,13,11,2797,14,0,0,0
"Alaska",2021,11,0.524617,13,11,2478,14,0,0,0
"Alaska",2021,12,0.455581,14,11,3073,14,0,0,0
"Alaska",2021,13,0.505561,15,11,2967,14,0,0,0
"Alaska",2021,14,0.592495,18,11,3038,14,0,0,0
"Alaska",2021,15,0.545785,18,11,3298,14,0,0,0
"Alaska",2021,16,0.402726,13,11,3228,14,0,0,0
